Best Position,Nationality,Age,Height(in cm),Weight(in kg),Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,Attacking Work Rate,Defensive Work Rate,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling,GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,Assignments,DistancesToClusterCenter no.0,DistancesToClusterCenter no.1,DistancesToClusterCenter no.2,DistancesToClusterCenter no.3,DistancesToClusterCenter no.4,DistancesToClusterCenter no.5,DistancesToClusterCenter no.6,DistancesToClusterCenter no.7,DistancesToClusterCenter no.8,DistancesToClusterCenter no.9,DistancesToClusterCenter no.10,DistancesToClusterCenter no.11,DistancesToClusterCenter no.12,DistancesToClusterCenter no.13
CAM,England,23,175,70,Left,3,3,1,High,Medium,80,61,59,68,34,54,59,61,50,60,59,67,64,51,53,64,84,76,82,58,85,72,49,59,51,53,54,29,57,61,56,61,32,34,34,6,7,5,13,13,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Germany,28,188,79,Right,3,3,1,High,Medium,70,76,67,69,34,69,67,78,72,72,73,67,77,75,50,74,73,67,65,77,65,78,71,73,73,73,55,31,78,66,68,70,27,35,22,6,12,7,12,16,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Argentina,21,192,94,Right,2,2,1,Medium,Medium,51,25,35,40,66,73,33,18,67,44,25,33,26,27,33,48,50,52,34,66,34,42,53,66,86,23,52,61,28,26,30,44,64,70,65,5,8,15,14,11,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CDM,England,31,183,78,Right,3,3,1,High,High,66,55,66,69,67,73,60,53,60,69,44,66,60,55,68,70,65,66,71,68,78,58,59,79,71,56,73,68,57,67,57,72,67,70,66,6,10,11,7,11,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
LWB,Spain,22,185,73,Left,3,3,1,Medium,Medium,78,52,67,71,68,75,72,49,65,70,51,70,70,45,69,75,76,79,66,74,55,64,61,86,72,45,71,68,59,62,48,72,66,72,68,14,9,12,10,8,11,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951
CB,France,26,189,80,Left,3,2,3,Medium,High,80,43,68,69,83,86,59,33,80,80,33,63,50,32,75,78,79,80,68,80,59,70,79,79,88,37,90,84,47,64,52,79,81,86,84,7,8,14,15,9,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RB,France,23,180,85,Right,2,3,1,High,High,69,52,60,69,69,72,66,42,59,64,34,72,55,41,57,66,72,67,66,68,67,69,69,72,71,64,75,70,59,57,41,64,67,75,69,12,14,7,11,14,8,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CDM,Switzerland,32,180,76,Left,4,3,1,Medium,Medium,52,65,70,65,65,65,70,64,59,71,63,64,68,67,69,67,50,53,64,63,70,66,70,66,65,66,60,65,63,68,65,64,67,65,65,7,13,15,16,7,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,Belgium,34,194,93,Right,3,1,1,Medium,Medium,67,66,64,66,24,70,12,12,13,27,14,14,9,14,26,30,23,26,28,60,53,48,56,18,72,13,38,16,14,42,29,46,20,12,15,67,66,64,70,66,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
LM,Republic of Ireland,27,179,75,Right,4,4,1,Medium,Low,81,60,61,68,44,57,61,60,52,62,64,68,61,59,56,65,81,81,77,62,74,61,71,70,55,59,41,46,60,61,59,61,36,47,47,13,10,8,14,12,9,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Norway,23,185,80,Right,2,2,1,Medium,Medium,58,25,41,45,63,67,34,20,62,52,28,38,27,24,48,45,66,51,52,60,64,33,83,59,72,24,59,64,26,33,32,59,64,63,61,14,12,9,9,13,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
LM,Australia,26,179,65,Right,3,3,1,High,Low,87,64,63,71,34,59,69,61,50,62,64,72,71,66,54,70,89,86,83,55,69,74,71,68,54,62,59,35,69,65,63,64,34,33,20,16,12,18,13,12,9,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,France,20,188,75,Right,3,1,1,Medium,Medium,58,51,51,54,29,52,12,5,12,18,7,14,13,13,29,17,27,33,21,43,34,38,41,22,44,6,24,12,8,29,19,39,5,10,10,58,51,51,52,54,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Colombia,34,178,68,Right,2,3,1,Medium,Medium,56,70,59,65,36,59,40,75,75,66,59,65,57,63,55,66,53,59,67,64,71,72,68,53,72,58,31,37,65,66,71,58,28,32,29,15,14,13,6,12,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CDM,China PR,24,176,68,Right,3,2,1,Medium,Medium,70,42,52,55,56,61,43,38,49,56,31,49,47,47,55,53,71,70,80,55,70,52,70,61,61,43,60,55,38,55,49,47,58,57,56,8,6,6,11,13,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RW,Germany,27,183,80,Left,2,3,1,Medium,Medium,57,65,63,62,49,60,64,60,45,61,64,64,63,66,64,61,55,58,59,62,65,75,50,34,72,67,63,47,62,66,56,59,53,50,44,12,8,9,14,13,12,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951
LWB,Poland,16,182,70,Left,3,2,1,Medium,Medium,63,42,48,51,47,54,51,46,42,53,44,48,39,42,49,51,65,61,60,47,68,35,63,62,49,38,55,44,52,38,42,37,45,52,49,6,13,12,6,15,11,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951
LB,Portugal,32,177,69,Left,2,3,1,Medium,Medium,69,56,65,68,68,67,66,49,63,65,59,67,66,70,62,70,69,69,68,68,71,62,73,66,66,70,69,69,62,65,37,69,69,68,66,16,12,6,8,10,7,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Austria,28,181,74,Left,3,2,1,Medium,Medium,70,54,58,60,71,71,56,48,70,65,47,55,59,36,62,65,69,71,57,70,70,68,80,72,69,53,71,70,56,48,67,70,71,73,70,12,12,6,6,9,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Portugal,26,185,84,Right,3,4,3,Medium,Medium,74,83,70,82,47,78,60,84,85,79,84,82,77,39,63,84,76,73,77,85,75,83,88,79,77,78,75,59,84,74,84,84,36,40,34,14,13,7,11,8,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CM,Korea Republic,20,173,70,Right,3,3,1,Medium,Medium,60,44,56,57,44,48,42,43,38,61,42,56,47,41,63,58,55,64,57,49,80,48,61,58,45,42,41,33,45,61,49,54,41,54,52,10,11,6,11,15,5,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
LM,Spain,20,170,69,Left,3,3,1,Medium,Medium,81,56,60,65,26,43,63,54,42,61,48,66,54,45,59,62,77,84,75,55,81,63,58,50,40,51,36,21,61,60,64,54,27,24,23,7,12,12,8,12,9,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,England,18,191,86,Right,2,2,1,Medium,Medium,58,29,37,41,49,61,32,28,44,42,38,39,38,30,45,41,60,57,49,45,48,33,65,56,69,26,48,49,29,31,30,41,50,51,49,15,7,6,15,9,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,France,22,188,82,Left,3,2,1,High,Medium,61,58,49,58,26,65,42,60,61,55,43,59,58,28,47,58,63,60,62,50,54,63,62,59,75,53,50,28,59,48,59,50,20,22,20,10,5,14,13,9,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CDM,Argentina,35,186,70,Right,3,2,1,Medium,Medium,54,48,61,56,59,67,49,39,52,68,33,51,65,56,60,61,52,55,55,55,62,67,60,58,70,52,73,58,41,64,58,66,60,62,60,12,12,12,14,7,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RWB,Norway,23,176,72,Right,2,2,1,High,Medium,82,48,54,60,56,69,58,48,52,56,40,58,52,38,52,58,83,81,75,55,75,54,73,81,64,42,67,56,55,50,40,54,54,60,57,15,9,11,13,8,10,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951
LW,Argentina,27,169,68,Right,2,3,1,High,Low,69,57,60,69,30,51,66,57,42,62,57,71,46,39,55,68,77,63,68,60,78,63,47,59,57,53,28,22,64,61,47,58,36,27,21,8,9,7,7,12,13,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0
CAM,Italy,24,180,70,Right,3,2,1,Medium,Medium,70,62,66,71,54,60,53,60,58,70,53,75,55,56,74,70,71,70,57,66,71,64,58,81,50,68,61,48,72,70,53,65,52,55,61,10,14,13,9,5,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
LB,Spain,21,171,66,Left,3,3,1,Medium,Medium,72,44,62,68,72,60,67,42,62,70,36,66,52,34,53,71,76,69,70,66,74,50,62,75,51,41,65,74,56,57,38,62,66,78,75,6,6,10,12,6,7,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CM,Denmark,24,187,75,Right,3,2,1,Medium,Medium,71,54,58,61,59,66,48,58,61,64,45,61,47,41,62,63,67,75,58,62,66,58,63,73,66,47,59,60,57,59,45,56,57,61,57,15,7,14,15,11,5,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Argentina,33,181,78,Right,3,2,1,Medium,Medium,61,70,52,55,23,56,37,77,70,60,67,52,46,39,58,58,55,65,54,69,54,65,76,34,77,60,28,18,72,51,75,55,22,13,17,10,7,15,6,13,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CM,Turkey,28,182,80,Right,5,4,1,Medium,Medium,60,69,75,75,66,64,74,65,61,76,66,75,77,72,76,77,67,55,76,68,74,75,57,68,61,71,67,68,71,76,64,70,66,69,60,12,11,6,8,11,5,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,Venezuela,31,193,89,Right,2,1,1,Medium,Medium,70,63,64,63,57,65,10,15,19,29,3,23,24,17,26,21,58,56,50,58,53,48,65,45,46,13,38,14,13,22,21,32,18,11,11,70,63,64,65,63,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RW,Italy,28,175,68,Left,3,4,1,High,Medium,81,62,66,76,47,46,71,61,42,68,60,77,53,53,59,76,82,80,80,68,81,63,33,61,34,62,61,44,68,68,67,70,46,50,50,13,11,12,5,6,12,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951
CM,Albania,20,175,68,Right,3,2,1,Medium,High,66,61,70,70,69,62,58,57,61,77,48,70,65,65,71,73,65,66,64,65,74,72,59,83,51,66,66,72,59,71,54,71,66,73,67,9,8,12,6,6,5,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,Chile,34,183,75,Right,3,1,1,Medium,Medium,69,68,70,70,51,71,20,20,17,41,20,16,18,19,32,33,56,43,45,69,40,53,76,44,70,20,45,30,20,55,20,58,20,19,14,69,68,70,71,70,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,Wales,22,188,78,Right,3,1,1,Medium,Medium,58,57,55,55,29,55,15,11,14,30,9,9,13,15,21,11,31,27,39,49,53,41,56,17,58,17,39,18,7,22,21,36,14,19,15,58,57,55,55,55,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Paraguay,27,177,76,Right,3,2,1,Medium,Medium,61,48,60,61,59,57,54,45,42,67,32,60,37,49,55,57,57,64,72,59,81,43,59,73,48,60,60,60,63,64,43,63,63,60,54,7,10,14,12,14,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,England,25,190,90,Right,2,2,1,Medium,High,57,25,51,45,75,76,39,20,75,68,30,35,27,29,68,54,52,61,43,70,46,34,76,71,81,22,70,73,27,30,35,63,76,75,76,11,11,5,9,14,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Switzerland,19,181,82,Left,3,2,1,Medium,High,66,61,64,67,63,66,58,58,56,66,61,66,62,59,65,67,68,64,69,63,69,62,65,67,69,65,57,65,64,65,60,66,66,62,58,8,7,14,13,5,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Argentina,21,182,74,Right,3,4,1,High,High,73,62,68,70,51,63,65,61,53,75,50,70,45,49,67,70,72,74,76,65,67,65,57,74,60,63,57,42,70,70,50,70,55,50,55,7,7,8,9,9,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,France,25,188,81,Left,2,2,1,Medium,Medium,64,32,46,54,70,71,57,33,68,52,34,51,37,38,40,55,63,65,58,64,55,28,67,62,78,30,67,67,42,35,44,50,69,72,73,15,8,7,11,7,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Australia,23,189,90,Right,4,3,1,High,Low,87,57,49,62,33,75,52,57,50,49,48,62,48,38,47,58,87,87,75,57,77,64,68,67,86,54,57,37,60,52,51,57,35,27,24,5,12,9,13,13,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,England,19,180,70,Right,2,2,1,Medium,Medium,61,27,38,46,52,67,29,22,53,46,25,44,31,33,42,42,64,58,60,49,65,41,87,55,71,21,65,50,33,34,38,39,52,53,53,9,14,6,11,7,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Spain,28,190,80,Left,3,2,1,Medium,Medium,59,47,51,49,68,78,38,45,59,60,44,42,45,25,69,56,53,64,53,64,39,60,69,75,83,38,71,71,56,45,46,63,69,69,63,15,15,12,14,11,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CDM,Greece,28,181,74,Right,3,3,1,Medium,High,75,52,64,67,70,74,56,45,55,73,26,64,55,58,70,69,73,76,66,69,68,65,68,75,71,63,80,75,34,54,57,71,69,73,71,7,7,13,12,11,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Poland,28,185,76,Right,3,2,1,Medium,Medium,68,39,52,60,67,69,53,31,65,58,28,57,35,30,53,58,69,68,65,64,69,52,73,69,69,45,70,66,47,51,39,68,71,66,64,14,12,6,14,13,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,Italy,17,183,72,Right,2,1,1,Medium,Medium,56,49,55,56,38,51,7,6,6,27,5,7,12,11,20,13,34,43,30,47,50,41,68,34,51,5,34,6,6,29,15,32,5,9,8,56,49,55,51,56,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Uruguay,21,197,84,Left,3,2,1,Medium,High,60,33,50,56,64,65,29,40,73,65,28,54,27,26,55,60,55,64,55,69,32,25,72,55,70,22,63,62,55,55,38,58,63,65,62,14,6,6,5,15,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,New Zealand,21,179,78,Right,3,2,1,High,Medium,78,63,55,62,41,73,58,66,62,53,53,61,59,53,49,61,79,78,71,57,72,61,78,74,74,63,66,46,62,58,62,53,36,38,36,13,7,11,13,12,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,Bosnia and Herzegovina,33,190,79,Left,1,1,2,Medium,Medium,69,72,67,73,32,76,22,7,12,16,8,11,14,11,14,21,30,35,26,68,26,50,30,32,35,5,34,30,14,44,13,41,9,11,7,69,72,67,76,73,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
